,payment_type_id,internet_service_type_id,customer_id,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type
5492,3,2,7730-CLDSV,3,Yes,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3,Yes,98.65,7129.45,No,Fiber optic,Bank transfer (automatic)
5493,1,2,7730-IUTDZ,1,Yes,Male,0,No,No,43,Yes,No,Yes,No,No,No,No,No,1,Yes,75.2,3198.6,Yes,Fiber optic,Electronic check
5494,1,1,7733-UDMTP,1,Yes,Female,1,No,No,57,No,No phone service,No,Yes,Yes,No,Yes,Yes,1,Yes,55.0,3094.05,No,DSL,Electronic check
5495,1,1,7734-DBOAI,1,No,Female,0,Yes,Yes,1,No,No phone service,No,No,No,Yes,Yes,No,1,No,40.1,40.1,Yes,DSL,Electronic check
5496,3,2,7739-LAXOG,1,Yes,Female,0,Yes,Yes,32,Yes,Yes,No,No,Yes,No,No,Yes,1,Yes,91.05,2954.5,Yes,Fiber optic,Bank transfer (automatic)
5497,1,2,7740-BTPUX,3,Yes,Male,1,Yes,No,55,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,Yes,113.6,6292.7,No,Fiber optic,Electronic check
5498,4,1,7740-KKCXF,1,Yes,Male,0,Yes,No,51,No,No phone service,No,Yes,No,No,No,No,1,Yes,30.05,1529.45,No,DSL,Credit card (automatic)
5499,2,1,7742-MYPGI,1,Yes,Female,0,Yes,Yes,6,Yes,No,No,No,No,Yes,No,No,1,Yes,48.8,297.35,No,DSL,Mailed check
5500,1,1,7743-EXURX,1,Yes,Male,0,Yes,Yes,8,Yes,No,No,No,Yes,No,No,No,1,Yes,51.05,415.05,Yes,DSL,Electronic check
5501,2,1,7746-AWNQW,1,Yes,Female,0,No,No,28,No,No phone service,No,No,Yes,Yes,No,No,1,Yes,35.75,961.4,No,DSL,Mailed check
5502,2,1,7746-QYVCO,2,Yes,Male,0,Yes,Yes,16,Yes,No,Yes,Yes,No,No,No,No,2,Yes,55.85,857.8,No,DSL,Mailed check
5503,1,2,7748-UMTRK,1,Yes,Female,1,No,Yes,30,Yes,Yes,No,No,No,Yes,Yes,Yes,1,Yes,101.3,2974.5,No,Fiber optic,Electronic check
5504,1,1,7750-EYXWZ,2,No,Female,0,No,No,12,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,2,No,60.65,743.3,No,DSL,Electronic check
5505,1,2,7752-XUSCI,1,Yes,Female,0,No,No,60,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,105.9,6396.45,Yes,Fiber optic,Electronic check
5506,1,1,7753-USQYQ,2,Yes,Male,0,No,No,55,Yes,No,No,Yes,No,Yes,No,Yes,2,Yes,64.2,3627.3,No,DSL,Electronic check
5507,2,1,7754-IXRMC,1,No,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,1,No,45.35,45.35,No,DSL,Mailed check
5508,1,1,7758-UJWYS,3,Yes,Male,0,Yes,Yes,34,No,No phone service,No,No,No,Yes,Yes,No,3,Yes,40.55,1325.85,No,DSL,Electronic check
5509,1,1,7758-XKCBS,1,Yes,Male,0,No,No,15,No,No phone service,No,No,No,Yes,No,No,1,Yes,29.7,438.25,Yes,DSL,Electronic check
5510,1,2,7760-OYPDY,1,Yes,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,No,1,Yes,80.65,144.15,Yes,Fiber optic,Electronic check
5511,2,3,7762-ONLJY,2,No,Female,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,19.7,94.45,No,None,Mailed check
5512,4,2,7762-URZQH,3,Yes,Male,0,Yes,No,66,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,Yes,106.05,6981.35,Yes,Fiber optic,Credit card (automatic)
5513,2,3,7764-BDPEE,1,No,Male,0,No,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.85,60.65,No,None,Mailed check
5514,1,2,7765-LWVVH,3,Yes,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,No,Yes,No,3,Yes,95.1,6843.15,No,Fiber optic,Electronic check
5515,2,1,7766-CLTIC,1,Yes,Female,0,No,No,10,Yes,No,No,No,No,Yes,No,Yes,1,Yes,60.95,629.55,No,DSL,Mailed check
5516,1,1,7767-UXAGJ,1,Yes,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,No,1,Yes,50.45,50.45,Yes,DSL,Electronic check
5517,3,1,7771-CFQRQ,3,No,Female,0,Yes,Yes,47,Yes,No,No,Yes,No,Yes,No,Yes,3,No,63.8,3007.25,No,DSL,Bank transfer (automatic)
5518,3,1,7771-ZONAT,3,No,Male,0,No,No,22,No,No phone service,No,No,Yes,Yes,Yes,Yes,3,No,56.75,1304.85,No,DSL,Bank transfer (automatic)
5519,1,2,7774-OJSXI,2,Yes,Male,0,No,No,31,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,Yes,103.45,3066.45,Yes,Fiber optic,Electronic check
5520,3,2,7776-QGYJC,1,Yes,Female,0,Yes,Yes,39,Yes,No,No,No,Yes,Yes,No,No,1,Yes,81.5,3107.3,No,Fiber optic,Bank transfer (automatic)
5521,3,1,7776-QWNFX,1,Yes,Male,1,Yes,No,30,Yes,No,No,Yes,No,No,No,No,1,Yes,50.4,1527.5,Yes,DSL,Bank transfer (automatic)
5522,4,3,7777-UNYHB,1,Yes,Female,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.1,232.4,No,None,Credit card (automatic)
5523,1,2,7779-LGOVN,1,Yes,Male,1,Yes,No,10,Yes,Yes,No,No,No,No,No,Yes,1,Yes,86.65,856.65,Yes,Fiber optic,Electronic check
5524,4,1,7779-ORAEL,3,No,Male,1,Yes,No,45,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,No,75.15,3480.35,No,DSL,Credit card (automatic)
5525,1,2,7780-OTDSO,1,Yes,Male,0,Yes,No,18,Yes,Yes,Yes,No,No,No,Yes,Yes,1,Yes,99.4,1742.95,Yes,Fiber optic,Electronic check
5526,1,1,7781-EWARA,2,No,Male,0,Yes,Yes,70,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,2,No,60.35,4138.7,No,DSL,Electronic check
5527,4,1,7781-HVGMK,3,Yes,Female,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,65.2,4784.45,No,DSL,Credit card (automatic)
5528,3,2,7783-YKGDV,1,Yes,Female,0,No,No,12,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Yes,99.7,1238.45,Yes,Fiber optic,Bank transfer (automatic)
5529,2,3,7785-RDVIG,1,No,Female,0,Yes,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.3,54.7,No,None,Mailed check
5530,3,2,7786-WBJYI,1,No,Female,0,No,No,4,Yes,Yes,No,Yes,No,No,No,No,1,No,77.95,305.55,Yes,Fiber optic,Bank transfer (automatic)
5531,3,3,7787-BNTZM,1,No,Male,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.15,130.5,No,None,Bank transfer (automatic)
5532,4,2,7789-CRUVC,1,Yes,Female,1,Yes,No,61,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,Yes,94.2,5895.45,No,Fiber optic,Credit card (automatic)
5533,3,2,7789-HKSBS,2,Yes,Female,1,Yes,No,42,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2,Yes,105.2,4599.15,No,Fiber optic,Bank transfer (automatic)
5534,2,1,7794-JASDG,1,Yes,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,1,Yes,50.75,50.75,No,DSL,Mailed check
5535,3,1,7795-CFOCW,2,No,Male,0,No,No,45,No,No phone service,Yes,No,Yes,Yes,No,No,2,No,42.3,1840.75,No,DSL,Bank transfer (automatic)
5536,3,1,7797-EJMDP,1,No,Female,0,No,No,8,Yes,No,Yes,No,No,Yes,No,Yes,1,No,66.05,574.5,No,DSL,Bank transfer (automatic)
5537,1,1,7798-JVXYM,1,Yes,Female,0,No,No,14,Yes,No,No,No,No,Yes,Yes,Yes,1,Yes,69.65,921.4,No,DSL,Electronic check
5538,1,1,7799-DSEWS,1,Yes,Male,0,No,No,18,Yes,No,Yes,No,Yes,Yes,Yes,No,1,Yes,68.35,1299.8,No,DSL,Electronic check
5539,4,3,7799-LGRDP,3,Yes,Female,0,No,No,43,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,25.7,1188.2,No,None,Credit card (automatic)
5540,4,1,7801-CEDNV,2,No,Male,0,Yes,No,27,Yes,No,Yes,No,No,No,No,No,2,No,48.7,1421.75,No,DSL,Credit card (automatic)
5541,1,2,7801-KICAO,1,Yes,Female,0,No,No,18,Yes,Yes,No,No,No,No,No,No,1,Yes,74.15,1345.75,No,Fiber optic,Electronic check
5542,1,1,7802-EFKNY,1,Yes,Male,0,Yes,No,5,No,No phone service,No,No,No,No,No,No,1,Yes,24.95,100.4,Yes,DSL,Electronic check
5543,3,2,7803-XOCCZ,1,Yes,Female,0,Yes,Yes,52,Yes,No,Yes,No,Yes,Yes,No,No,1,Yes,84.05,4326.8,No,Fiber optic,Bank transfer (automatic)
5544,3,3,7808-DVWEP,1,No,Male,0,Yes,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.0,49.65,No,None,Bank transfer (automatic)
5545,4,1,7811-JIVPF,1,No,Female,0,No,No,23,Yes,No,No,No,Yes,No,No,No,1,No,49.7,1081.25,No,DSL,Credit card (automatic)
5546,2,3,7812-FZHPE,1,No,Female,0,Yes,Yes,17,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,24.1,409.9,Yes,None,Mailed check
5547,2,3,7813-TKCVO,2,No,Female,0,Yes,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,20.35,393.15,No,None,Mailed check
5548,3,2,7813-ZGGAW,1,Yes,Male,1,No,No,31,Yes,Yes,No,No,Yes,Yes,Yes,No,1,Yes,96.6,2877.95,No,Fiber optic,Bank transfer (automatic)
5549,3,3,7814-LEEVE,1,Yes,Female,0,Yes,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.3,20.3,No,None,Bank transfer (automatic)
5550,2,3,7815-PDTHL,3,Yes,Male,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,20.2,684.4,No,None,Mailed check
5551,2,1,7816-VGHTO,3,No,Female,0,Yes,Yes,6,No,No phone service,No,Yes,Yes,Yes,No,No,3,No,40.55,217.5,No,DSL,Mailed check
5552,1,2,7817-BOQPW,1,Yes,Female,0,No,No,2,Yes,Yes,No,No,No,No,No,No,1,Yes,75.55,166.3,Yes,Fiber optic,Electronic check
5553,3,3,7817-OMJNA,2,No,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,20.4,275.7,No,None,Bank transfer (automatic)
5554,4,2,7820-ZYGNY,2,No,Male,0,No,No,63,Yes,Yes,No,Yes,No,No,No,Yes,2,No,90.45,5825.5,No,Fiber optic,Credit card (automatic)
5555,1,2,7821-DPRQE,1,Yes,Male,0,Yes,No,68,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,Yes,107.7,7320.9,No,Fiber optic,Electronic check
5556,1,2,7823-JSOAG,1,No,Male,0,No,No,3,Yes,Yes,No,No,No,No,No,No,1,No,74.5,217.45,No,Fiber optic,Electronic check
5557,3,2,7824-PANSQ,1,No,Male,0,No,No,58,Yes,Yes,No,No,No,Yes,No,No,1,No,80.65,4807.35,No,Fiber optic,Bank transfer (automatic)
5558,1,2,7825-ECJRF,1,Yes,Female,0,No,No,19,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,Yes,106.6,1934.45,Yes,Fiber optic,Electronic check
5559,1,1,7825-GKXMW,1,No,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,1,No,45.8,45.8,Yes,DSL,Electronic check
5560,1,2,7826-VVKWT,3,Yes,Female,1,Yes,Yes,24,Yes,No,No,No,Yes,No,Yes,Yes,3,Yes,96.55,2263.45,No,Fiber optic,Electronic check
5561,1,2,7831-QGOXH,1,Yes,Female,0,No,No,18,Yes,Yes,No,No,No,No,Yes,No,1,Yes,85.2,1553.9,Yes,Fiber optic,Electronic check
5562,3,1,7833-PKIHD,2,Yes,Male,0,Yes,Yes,51,Yes,No,Yes,No,No,Yes,Yes,Yes,2,Yes,76.4,3966.3,No,DSL,Bank transfer (automatic)
5563,3,1,7838-LAZFO,2,No,Male,0,Yes,No,45,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,No,78.8,3597.5,No,DSL,Bank transfer (automatic)
5564,1,1,7839-NUIAA,1,No,Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,No,No,No,No,1,No,59.8,3641.5,No,DSL,Electronic check
5565,2,3,7839-QRKXN,1,Yes,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.2,20.2,Yes,None,Mailed check
5566,4,1,7841-FCRQD,2,Yes,Female,0,Yes,No,33,Yes,No,No,Yes,No,Yes,No,No,2,Yes,53.75,1857.3,No,DSL,Credit card (automatic)
5567,4,1,7841-TZDMQ,1,Yes,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,1,Yes,46.0,84.5,Yes,DSL,Credit card (automatic)
5568,3,3,7845-URHJN,1,No,Female,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.15,156.25,Yes,None,Bank transfer (automatic)
5569,4,3,7850-THJMU,3,No,Female,0,Yes,Yes,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.65,494.9,No,None,Credit card (automatic)
5570,3,2,7850-VWJUU,1,Yes,Female,0,No,No,23,Yes,No,Yes,No,No,No,No,No,1,Yes,75.0,1778.5,No,Fiber optic,Bank transfer (automatic)
5571,2,1,7851-FLGGQ,1,Yes,Male,0,No,No,1,No,No phone service,No,Yes,No,Yes,No,Yes,1,Yes,44.65,44.65,Yes,DSL,Mailed check
5572,1,2,7851-WZEKY,1,Yes,Female,0,No,No,2,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,95.15,196.9,Yes,Fiber optic,Electronic check
5573,4,2,7852-LECYP,1,No,Male,1,Yes,No,13,Yes,Yes,Yes,Yes,No,No,No,Yes,1,No,93.8,1261,No,Fiber optic,Credit card (automatic)
5574,4,3,7853-GVUDZ,1,Yes,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.15,20.15,Yes,None,Credit card (automatic)
5575,1,1,7853-OETYL,1,Yes,Female,0,Yes,No,4,No,No phone service,Yes,No,No,No,No,No,1,Yes,29.05,129.6,No,DSL,Electronic check
5576,4,3,7853-WNZSY,1,Yes,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.75,19.75,No,None,Credit card (automatic)
5577,1,1,7854-EDSSA,1,No,Male,0,No,No,22,Yes,Yes,Yes,Yes,No,No,No,No,1,No,59.0,1254.7,Yes,DSL,Electronic check
5578,1,3,7854-EKTJL,1,Yes,Female,0,No,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.6,35.85,Yes,None,Electronic check
5579,1,1,7854-FOKSF,1,No,Male,0,No,No,1,No,No phone service,No,No,No,No,No,Yes,1,No,35.9,35.9,Yes,DSL,Electronic check
5580,1,2,7855-DIWPO,1,Yes,Female,0,No,No,21,Yes,No,No,No,No,No,No,No,1,Yes,68.65,1493.2,No,Fiber optic,Electronic check
5581,3,2,7856-GANIL,2,Yes,Male,1,Yes,No,45,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2,Yes,98.7,4525.8,No,Fiber optic,Bank transfer (automatic)
5582,1,2,7858-GTZSP,1,Yes,Female,0,No,No,12,Yes,Yes,No,No,No,No,No,Yes,1,Yes,86.55,1066.9,No,Fiber optic,Electronic check
5583,4,1,7860-KSUGX,3,No,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,No,No,No,3,No,64.45,4720,No,DSL,Credit card (automatic)
5584,4,1,7860-UXCRM,3,No,Male,0,Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,No,74.5,4674.55,No,DSL,Credit card (automatic)
5585,1,2,7861-UVUFT,1,Yes,Female,0,Yes,No,15,Yes,No,No,No,Yes,No,Yes,No,1,Yes,84.3,1308.4,Yes,Fiber optic,Electronic check
5586,1,1,7868-BGSZA,2,Yes,Male,0,Yes,No,43,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2,Yes,80.2,3581.6,No,DSL,Electronic check
5587,3,2,7868-TMWMZ,3,Yes,Female,1,Yes,No,60,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,110.0,6668.35,No,Fiber optic,Bank transfer (automatic)
5588,4,1,7869-ZYDST,1,Yes,Male,0,Yes,No,31,Yes,Yes,No,No,No,No,Yes,No,1,Yes,59.05,1882.8,No,DSL,Credit card (automatic)
5589,3,3,7872-BAAZR,2,No,Female,0,Yes,Yes,53,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,19.55,1007.9,No,None,Bank transfer (automatic)
5590,1,1,7872-RDDLZ,1,No,Female,1,No,No,67,Yes,Yes,No,Yes,No,No,No,No,1,No,54.9,3725.5,No,DSL,Electronic check
5591,4,1,7873-CVMAW,3,No,Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,88.55,6362.35,No,DSL,Credit card (automatic)
5592,3,3,7874-ECPQJ,1,Yes,Female,0,No,Yes,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.05,85.5,No,None,Bank transfer (automatic)
5593,3,1,7876-AEHIG,2,No,Female,0,No,Yes,51,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,2,No,60.15,3077,No,DSL,Bank transfer (automatic)
5594,2,1,7876-BEUTG,1,Yes,Female,0,No,No,15,Yes,Yes,No,No,No,No,No,No,1,Yes,48.8,720.1,No,DSL,Mailed check
5595,4,3,7876-DNYAP,3,No,Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.8,1436.95,No,None,Credit card (automatic)
5596,2,1,7878-JGDKK,1,No,Male,0,No,No,4,Yes,No,No,No,No,No,No,No,1,No,44.55,220.75,No,DSL,Mailed check
5597,2,3,7878-RTCZG,1,No,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.9,19.9,No,None,Mailed check
5598,2,2,7879-CGSFV,2,Yes,Male,0,No,No,55,Yes,No,Yes,Yes,No,No,Yes,Yes,2,Yes,100.9,5552.05,No,Fiber optic,Mailed check
5599,2,1,7880-XSOJX,1,No,Male,0,No,No,4,No,No phone service,Yes,Yes,No,Yes,No,No,1,No,42.4,146.4,No,DSL,Mailed check
5600,1,1,7881-EVUAD,1,Yes,Female,0,No,No,2,No,No phone service,Yes,Yes,No,No,No,Yes,1,Yes,42.6,72.4,Yes,DSL,Electronic check
5601,4,2,7881-INRLC,1,Yes,Male,0,No,No,45,Yes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,100.85,4740,Yes,Fiber optic,Credit card (automatic)
5602,2,1,7883-ROJOC,1,No,Female,0,Yes,No,19,Yes,No,No,No,No,No,No,No,1,No,44.9,839.65,No,DSL,Mailed check
5603,2,1,7890-VYYWG,1,Yes,Male,1,Yes,No,3,No,No phone service,No,No,No,No,Yes,No,1,Yes,36.45,93.7,Yes,DSL,Mailed check
5604,1,2,7892-POOKP,1,Yes,Female,0,Yes,No,28,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,Yes,104.8,3046.05,Yes,Fiber optic,Electronic check
5605,1,2,7892-QVYKW,1,No,Female,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,Yes,1,No,85.6,1868.4,No,Fiber optic,Electronic check
5606,1,3,7893-IXHRQ,1,No,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.55,20.55,Yes,None,Electronic check
5607,1,1,7895-VONWT,1,Yes,Female,0,No,No,25,No,No phone service,No,No,Yes,No,Yes,Yes,1,Yes,48.25,1293.8,No,DSL,Electronic check
5608,4,1,7898-PDWQE,3,No,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,No,80.4,5727.15,No,DSL,Credit card (automatic)
5609,1,2,7901-HXJVA,1,No,Male,0,No,No,14,Yes,No,No,No,Yes,No,No,No,1,No,76.45,1117.55,No,Fiber optic,Electronic check
5610,3,1,7901-IIDQV,2,No,Male,0,No,No,24,Yes,Yes,No,No,No,Yes,No,No,2,No,54.6,1242.25,No,DSL,Bank transfer (automatic)
5611,1,2,7901-TBKJX,1,Yes,Male,1,No,No,56,Yes,Yes,No,No,Yes,No,Yes,Yes,1,Yes,101.05,5594,No,Fiber optic,Electronic check
5612,1,2,7903-CMPEY,1,Yes,Male,1,Yes,No,1,Yes,Yes,Yes,No,No,No,No,No,1,Yes,80.3,80.3,Yes,Fiber optic,Electronic check
5613,1,1,7905-NJMXS,1,No,Male,1,Yes,No,7,Yes,Yes,Yes,Yes,No,Yes,No,No,1,No,64.2,475,No,DSL,Electronic check
5614,1,1,7905-TVXTA,1,Yes,Female,0,No,No,5,Yes,No,Yes,No,No,Yes,Yes,No,1,Yes,64.35,352.65,No,DSL,Electronic check
5615,2,2,7908-QCBCA,1,Yes,Female,0,Yes,No,1,Yes,No,No,No,No,No,No,No,1,Yes,69.4,69.4,Yes,Fiber optic,Mailed check
5616,2,1,7909-FIOIY,1,Yes,Female,0,Yes,Yes,19,No,No phone service,No,No,No,No,No,No,1,Yes,24.85,434.8,No,DSL,Mailed check
5617,3,2,7912-SYRQT,1,Yes,Female,0,No,No,7,Yes,Yes,No,No,No,No,No,No,1,Yes,75.1,552.95,Yes,Fiber optic,Bank transfer (automatic)
5618,3,2,7916-VCCPB,1,No,Female,0,Yes,Yes,16,Yes,No,No,Yes,No,No,No,No,1,No,73.25,1195.75,No,Fiber optic,Bank transfer (automatic)
5619,2,1,7919-ZODZZ,2,Yes,Female,0,Yes,Yes,10,Yes,No,No,Yes,Yes,No,No,Yes,2,Yes,65.9,660.05,No,DSL,Mailed check
5620,3,1,7921-BEPCI,3,No,Female,0,No,No,72,Yes,Yes,Yes,Yes,No,No,No,No,3,No,59.75,4265,No,DSL,Bank transfer (automatic)
5621,3,2,7921-LMDFQ,2,Yes,Male,1,No,No,51,Yes,No,No,No,Yes,No,Yes,Yes,2,Yes,94.0,4905.75,No,Fiber optic,Bank transfer (automatic)
5622,4,2,7923-IYJWY,3,Yes,Male,1,No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,116.1,7839.85,No,Fiber optic,Credit card (automatic)
5623,1,2,7924-GJZFI,1,Yes,Female,1,Yes,No,25,Yes,No,No,No,No,No,No,No,1,Yes,69.3,1813.1,No,Fiber optic,Electronic check
5624,2,1,7925-PNRGI,1,No,Female,0,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,No,81.3,3541.1,No,DSL,Mailed check
5625,4,3,7926-IJOOU,1,No,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.3,19.3,No,None,Credit card (automatic)
5626,1,2,7927-AUXBZ,1,No,Female,0,No,No,30,Yes,No,No,No,No,Yes,Yes,No,1,No,85.15,2555.9,Yes,Fiber optic,Electronic check
5627,1,2,7928-VJYAB,1,No,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,Yes,Yes,1,No,90.6,1020.2,No,Fiber optic,Electronic check
5628,2,2,7929-DMBCV,1,Yes,Female,0,Yes,No,20,Yes,No,No,No,Yes,Yes,No,No,1,Yes,81.0,1683.7,No,Fiber optic,Mailed check
5629,4,2,7929-SKFGK,3,No,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,114.3,8244.3,No,Fiber optic,Credit card (automatic)
5630,2,1,7931-PXHFC,2,Yes,Male,0,No,No,38,Yes,No,No,No,Yes,Yes,No,Yes,2,Yes,62.3,2354.8,Yes,DSL,Mailed check
5631,1,1,7932-WPTDS,1,Yes,Female,1,Yes,No,1,No,No phone service,No,No,No,No,No,No,1,Yes,24.8,24.8,Yes,DSL,Electronic check
5632,1,2,7938-OUHIO,1,Yes,Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,Yes,1,Yes,98.7,293.65,Yes,Fiber optic,Electronic check
5633,3,2,7940-UQQUG,2,Yes,Female,0,Yes,Yes,64,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2,Yes,104.4,6721.6,No,Fiber optic,Bank transfer (automatic)
5634,4,3,7941-RCJOW,3,Yes,Male,0,No,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,19.55,1218.65,No,None,Credit card (automatic)
5635,1,2,7943-RQCHR,1,Yes,Female,0,No,No,9,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,94.75,889.9,Yes,Fiber optic,Electronic check
5636,1,1,7945-HLKEA,2,No,Female,0,No,No,60,Yes,Yes,Yes,No,Yes,Yes,No,No,2,No,64.75,4039.5,No,DSL,Electronic check
5637,3,3,7945-PRBVF,3,No,Male,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,21.45,705.45,No,None,Bank transfer (automatic)
5638,2,1,7950-XWOVN,1,No,Male,0,No,No,11,No,No phone service,No,Yes,Yes,No,No,No,1,No,34.7,383.55,No,DSL,Mailed check
5639,2,3,7951-QKZPL,3,Yes,Female,0,Yes,Yes,33,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,24.5,740.3,Yes,None,Mailed check
5640,3,1,7951-VRDVK,2,No,Female,0,No,No,36,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,No,85.85,3003.55,No,DSL,Bank transfer (automatic)
5641,2,2,7952-OBOYL,1,Yes,Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,No,1,Yes,89.85,244.45,No,Fiber optic,Mailed check
5642,3,2,7954-MLBUN,3,No,Male,0,No,No,31,Yes,No,No,No,Yes,Yes,Yes,Yes,3,No,99.45,3109.9,No,Fiber optic,Bank transfer (automatic)
5643,4,3,7956-XQWGU,1,Yes,Male,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.4,460.25,No,None,Credit card (automatic)
5644,4,2,7957-RYHQD,1,Yes,Female,1,No,No,40,Yes,No,Yes,Yes,No,No,No,No,1,Yes,79.2,3233.85,Yes,Fiber optic,Credit card (automatic)
5645,2,1,7963-GQRMY,1,No,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,1,No,44.3,134.5,Yes,DSL,Mailed check
5646,2,1,7963-SHNDT,3,No,Female,0,No,No,52,No,No phone service,Yes,Yes,No,Yes,No,No,3,No,39.1,1982.1,No,DSL,Mailed check
